id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoD_model,QoD_os-version,QoD_api-level,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
419,46,240,118.947586,24.08333333,0,22.1,0,1,1619,3,1,HTC One X+,4.1.1(122573.16),16,1,25,5,4,5,4,4,4
738,89,360,186.58112,30.3,0,44.2,4,1,1621,2,4,ARCHOS 101G9,4.0.4(20130118.175432),15,0,23,5,3,5,4,4,4
396,42,360,408.16815,29.93333333,0,43.96666667,4,1,1621,3,1,HTC One X+,4.1.1(122573.16),16,1,26,5,4,5,5,5,5
1297,135,360,1984.0651,25.38333333,0,44.15,0,1,1621,5,4,D5803,4.4.4(suv3Rw),19,1,25,5,4,5,4,3,4
410,45,360,326.60678,29.81666667,0,43.96666667,0,1,1621,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,23,5,4,5,2,4,3
386,41,360,725.3286,24.73333333,0,43.78333333,0,1,1622,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,23,5,4,5,5,5,5
633,78,360,196.2115,24.11666667,0,44.28333333,0,1,1622,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,19,5,4,5,4,5,4
1524,144,360,109.36881,12.08333333,0,21.81666667,0,1,1623,5,4,D5803,4.4.4(suv3Rw),19,1,41,5,5,5,1,5,1
628,75,360,661.7074,25.11666667,0,44.46666667,0,1,1623,5,4,HTC One X+,4.1.1(122573.16),16,1,17,5,4,4,4,4,3
201,17,360,391.15247,30.3,0,44.2,0,1,1626,2,1,HTC One X+,4.1.1(122573.16),16,1,39,5,3,3,3,4,4
1538,145,360,703.95526,25.4,0,44.45,0,1,1626,5,4,SM-N9005,4.4.2(N9005XXUGNI4),19,1,25,4,5,5,4,5,4
587,71,360,472.94736,25.01666667,0,43.78333333,0,1,1627,2,2,HTC One X+,4.1.1(122573.16),16,1,20,5,5,5,4,4,4
158,10,360,450.88324,25.1,0,44.46666667,0,2,1627,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,0,25,5,3,4,3,4,3
817,103,360,189.84628,30.28333333,1,22.16666667,0,2,1629,2,1,D5803,4.4.4(suv3Rw),19,1,22,5,4,4,4,4,4
338,34,360,733.9588,24.66666667,0,43.78333333,0,1,1631,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,26,5,1,2,3,3,3
261,24,360,576.7463,30.28333333,3,44.18333333,0,1,1636,2,1,HTC One X+,4.1.1(122573.16),16,1,23,5,2,5,4,4,3
346,35,360,665.9405,24.85,0,43.8,0,1,1638,5,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,0,37,5,4,4,4,5,4
236,21,360,186.60954,30.33333333,0,44.21666667,0,2,1641,4,4,GT-I9300,4.1.2(I9300XXELL4),16,0,27,5,4,5,5,5,5
1532,144,360,704.7112,24.16666667,0,43.85,0,1,1642,5,4,Nexus 4,5.0.1(1602158),22,1,41,5,5,5,5,5,5
151,9,360,195.95851,24.06666667,0,44.2,0,1,1645,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,4,4,4,4
499,59,360,383.13962,29.95,0,43.96666667,0,1,1646,3,4,HTC One X+,4.1.1(122573.16),16,1,31,5,4,5,4,5,4
337,34,360,551.1032,24.71666667,0,43.78333333,0,1,1647,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,5,5,5
220,20,360,663.82733,25.1,0,44.46666667,0,1,1648,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,4,4,2,3,3
646,80,360,707.4823,25.16666667,0,44.48333333,0,1,1648,5,4,HTC One X+,4.1.1(122573.16),16,1,21,5,3,5,4,4,4
1346,137,360,293.7854,24.88333333,0,21.8,0,1,1651,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,5,5,2,5,3
91,5,360,549.8965,24.95,0,43.78333333,0,2,1652,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,24,5,3,3,2,3,2
447,50,360,578.0767,30.3,0,44.2,0,1,1656,3,4,SM-G900F,4.4.2(G900FXXU1ANG2),16,1,25,5,4,5,5,5,5
631,75,360,411.79935,24.73333333,0,43.78333333,0,1,1659,5,4,HTC One X+,4.1.1(122573.16),16,1,17,5,4,4,4,4,4
758,92,360,706.82965,25.06666667,0,43.78333333,0,2,1660,2,2,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,4,5,5,5,5
342,34,360,391.69186,30.1,0,44.23333333,0,1,1662,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,4,5,4
535,64,360,399.0054,30.08333333,0,44.23333333,0,1,1662,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,4,4
630,75,360,543.82904,25.18333333,0,44.46666667,0,1,1662,5,4,HTC One X+,4.1.1(122573.16),16,1,17,5,4,5,5,4,4
809,102,360,299.53235,30.35,3,44.1,0,2,1663,4,1,HTC One X+,4.1.1(122573.16),16,1,19,5,4,5,3,4,4
267,25,360,526.8124,25.05,0,44.45,0,1,1667,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,4,5,3,4,3
181,13,360,731.3365,25.18333333,0,44.13333333,0,1,1668,2,1,HTC One X+,4.1.1(122573.16),16,1,29,5,3,5,3,4,3
1224,131,360,326.6304,29.66666667,0,43.96666667,0,2,1669,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,3,5,4,3,4
291,28,360,661.8048,25.3,0,44.45,0,1,1670,2,2,GT-I9300,4.1.2(I9300XXELL4),16,0,28,5,3,3,3,3,3
659,82,360,567.1653,24.76666667,0,43.78333333,0,1,1675,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,3,5,4,4,4
270,26,360,307.34555,29.66666667,2,43.96666667,0,1,1681,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,2,4,2,3,2
380,40,360,550.9423,25.25,0,44.13333333,0,1,1682,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,21,5,4,5,4,4,4
240,21,360,326.87155,29.91666667,0,43.96666667,0,1,1682,2,1,HTC One X+,4.1.1(122573.16),16,0,27,5,1,5,5,5,5
145,8,240,70.65118,24.71666667,0,21.8,0,1,1684,5,4,HTC One X+,4.1.1(122573.16),16,1,23,5,3,4,3,4,4
415,46,360,383.61935,29.71666667,0,43.96666667,0,1,1685,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,5,4,5
431,46,360,729.8139,24.73333333,0,43.78333333,0,1,1685,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,5,5,5
626,76,360,394.72708,30.3,1,44.2,0,1,1687,2,4,GT-I9300,4.1.2(I9300XXELL4),16,1,21,5,5,5,4,4,4
672,84,360,532.4405,24.71666667,0,43.78333333,0,1,1698,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,5,4,5,4
671,83,360,736.2912,23.83333333,0,43.85,0,1,1698,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,30,5,4,4,4,4,4
219,20,360,409.55005,25.1,0,44.46666667,0,1,1699,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,4,4,4,4,4
1625,151,360,629.9188,25.4,0,44.45,0,1,1699,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,33,5,5,5,4,5,4
612,75,360,731.0461,24.68333333,0,43.78333333,0,1,1702,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,17,5,4,3,3,4,3
215,20,360,661.81635,24.76666667,0,43.78333333,0,1,1703,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,5,5,5,5,5
409,45,360,722.68994,25.11666667,0,44.46666667,0,1,1704,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,23,5,3,4,4,4,4
401,43,360,555.0372,24.71666667,0,43.78333333,0,1,1706,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,21,5,3,4,3,3,3
869,110,360,578.28766,30.1,0,44.26666667,0,2,1709,4,3,Nexus 4,5.0.1(1602158),22,1,20,2,4,5,4,5,4
466,52,360,409.54266,25.23333333,0,44.13333333,0,1,1710,2,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,4,4,4
436,49,360,399.37146,30.1,0,44.23333333,0,1,1710,5,4,HTC One X+,4.1.1(122573.16),16,1,24,5,4,5,4,4,4
308,31,240,118.84268,24,0,22.1,0,1,1711,3,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,4
1654,154,360,453.23734,24.63333333,0,43.78333333,0,1,1712,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,0,30,4,4,5,5,5,5
610,76,360,300.42075,30,1,44.11666667,0,1,1712,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,21,5,4,4,4,5,4
500,59,360,399.28223,30.08333333,0,44.21666667,0,1,1714,5,1,HTC One X+,4.1.1(122573.16),16,1,31,5,4,4,4,3,3
1422,138,360,47.260883,10.01666667,0,22.05,0,2,1718,5,4,GT-I9300,4.3(I9300XXUGNB5),18,1,26,5,5,5,4,4,4
243,22,360,372.45505,25.35,0,44.46666667,0,2,1719,4,4,GT-I9300,4.1.2(I9300XXELL4),16,0,26,5,5,5,5,5,5
123,7,360,708.5361,25.35,0,44.48333333,0,2,1720,2,2,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,4,4,5,4,5
910,117,360,736.818,30.1,0,44.26666667,0,2,1722,4,3,D5803,4.4.4(suv3Rw),19,0,29,5,4,5,4,4,4
477,54,360,391.99396,30.3,0,44.2,0,1,1724,3,4,GT-I9195,4.4.2(I9195XXUCNK4),19,1,27,5,1,5,5,5,5
1666,156,240,490.89038,23.85,0,44.18333333,0,1,1729,5,4,HTC One_M8,5.0.1(457188.4),21,0,55,5,4,5,3,4,4
449,50,240,70.624214,24.73333333,0,21.81666667,0,1,1729,5,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,4,5,5,5,5
421,46,360,586.7864,25.16666667,0,44.46666667,0,1,1733,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,3
1343,136,360,629.2922,25.3,0,44.46666667,0,1,1739,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,4,5,3,4,3
284,27,360,308.59616,29.68333333,1,43.96666667,0,1,1742,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,5,5,4,5
1652,154,360,204.47093,30.81666667,1,22.68333333,0,2,1743,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,0,30,5,4,5,2,3,2
369,39,360,383.31818,29.78333333,0,43.96666667,0,1,1744,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,20,5,4,5,5,4,4
312,31,360,300.21072,24.1,0,44.26666667,0,1,1745,4,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,4
1205,130,360,400.995,30.05,0,44.2,0,1,1747,4,3,D5803,4.4.4(suv3Rw),19,1,29,5,5,5,4,4,5
1827,174,360,391.33484,30.1,0,44.26666667,0,2,1751,4,3,SM-N9005,4.4.2(N9005XXUGNI4),19,1,50,5,4,5,4,4,4
1076,125,360,736.1463,23.8,0,43.85,0,1,1754,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
566,67,360,186.38094,30.1,1,44.23333333,0,1,1757,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,4,4,4
559,66,360,408.01852,25.16666667,0,44.46666667,0,1,1763,5,4,GT-I9300,4.1.2(I9300XXELL4),16,0,23,5,4,5,4,4,4
1344,136,360,1551.5923,30.38333333,0,44.16666667,0,1,1763,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,5,5,4,5,5
344,35,360,729.8542,24.68333333,0,43.78333333,0,1,1764,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,0,37,5,5,5,4,3,4
864,110,360,97.66339,12.08333333,0,21.8,0,1,1769,4,1,D5803,4.4.4(suv3Rw),19,1,20,2,5,5,2,3,2
170,11,360,649.10004,25.18333333,0,44.46666667,0,1,1771,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,5,4,5,4
548,64,360,414.06143,29.65,0,43.95,0,1,1771,5,1,HTC One X+,4.1.1(122573.16),16,1,26,5,3,5,5,4,4
213,19,360,412.87057,29.86666667,0,43.63333333,0,1,1775,4,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,5,5,5,5
271,26,360,551.8479,24.8,0,43.78333333,0,1,1780,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,4,5,5,4,5
537,64,360,195.7394,24.08333333,1,44.2,0,1,1781,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,5,5,5,5,5
393,42,360,627.69617,25.13333333,0,44.46666667,0,1,1782,5,4,HTC One X+,4.1.1(122573.16),16,1,26,5,4,5,4,5,3
420,47,360,205.63939,29.65,0,43.95,0,1,1785,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,3,5,5,5,5
136,7,360,732.7207,25.16666667,3,44.13333333,0,1,1788,2,1,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,4,5,5,4,5
551,65,360,409.38425,25.28333333,0,44.45,0,1,1792,2,4,GT-I9300,4.1.2(I9300XXELL4),16,1,26,5,5,5,5,3,3
920,117,240,115.198235,23.96666667,0,22.1,0,1,1793,4,3,D5803,4.4.4(suv3Rw),19,0,29,5,4,5,4,4,4
774,95,360,528.7617,24.75,0,43.8,0,1,1797,4,3,D5803,4.4.4(suv3Rw),19,1,19,5,3,3,2,4,3
1663,156,360,109.31969,11.93333333,0,21.83333333,0,1,1799,5,4,HTC One_M8,5.0.1(457188.4),21,0,55,5,4,5,2,3,2
223,19,360,565.1375,25.16666667,1,44.13333333,0,1,1805,3,1,HTC One X+,4.1.1(122573.16),16,1,27,5,3,5,4,3,4
370,39,360,735.55145,24.71666667,0,43.8,0,1,1808,5,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,20,5,4,5,4,5,4
1354,137,360,230.62857,25.18333333,1,22.7,0,2,1811,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,4,4,3,3,3
538,64,360,530.81604,24.76666667,0,43.78333333,0,1,1812,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,4,4
592,72,360,544.16797,24.68333333,0,43.78333333,0,1,1814,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,20,5,4,5,5,5,5
1673,157,360,216.99187,29.6,0,43.93333333,0,1,1816,5,4,Nexus 4,5.1.1(478106bf5f),22,0,30,5,4,5,5,4,5
328,33,360,731.58466,24.68333333,0,43.78333333,0,1,1817,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,26,5,1,4,4,4,4
1595,150,360,731.64154,25.01666667,0,43.78333333,0,1,1820,5,4,D5803,4.4.4(suv3Rw),19,1,55,4,3,3,4,4,3
79,4,360,566.7743,25.28333333,0,44.15,0,1,1822,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,38,5,4,5,4,4,4
173,12,360,392.52853,30.11666667,0,44.26666667,0,1,1822,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,4,5,3,4,3
1293,134,360,1044.5524,30.3,12,44.18333333,0,2,1826,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,4,5,4,4,4
307,31,360,195.72504,24.1,0,44.25,0,1,1827,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,4
444,50,360,574.0736,24.75,0,43.78333333,0,1,1829,5,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,3,5,3,4,3
1790,171,360,245.42574,29.66666667,0,43.96666667,0,2,1830,4,3,SM-G900F,5.0(G900FXXU1BOC2),21,1,42,5,4,5,4,4,4
674,84,360,401.38013,29.75,0,43.96666667,0,1,1833,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,5,4,4,4
780,96,360,495.42706,25.08333333,0,44.46666667,0,1,1836,4,3,HTC One X+,4.1.1(122573.16),16,1,23,5,4,4,3,2,4
305,31,360,186.54726,30.06666667,0,44.2,0,1,1839,3,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,5,5,5,5,5
134,7,360,624.4111,25.08333333,0,44.46666667,0,1,1845,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,3,5,5,5,5
810,102,360,99.90672,12.21666667,1,22.05,0,3,1846,2,1,D5803,4.4.4(suv3Rw),19,1,19,5,2,5,2,3,1
165,10,360,756.10626,25.38333333,0,44.46666667,0,2,1848,2,2,GT-I9300,4.1.2(I9300XXELL4),16,0,25,5,3,4,2,4,3
226,19,360,487.04578,24.76666667,0,43.8,0,1,1848,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,4,4,4,4
121,7,360,293.9813,15.4,3,23.11666667,0,1,1849,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,4,4,4,4,4
657,82,360,735.5067,23.83333333,0,43.85,0,1,1851,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,4,4
1473,140,360,2001.1058,24.66666667,0,43.78333333,0,1,1856,4,4,D5803,4.4.4(suv3Rw),19,1,40,2,3,5,3,4,3
231,19,360,390.85236,30.26666667,1,44.16666667,4,1,1858,2,1,HTC One X+,4.1.1(122573.16),16,1,27,5,1,5,5,5,5
549,65,360,730.10394,25.21666667,0,44.13333333,0,1,1858,4,2,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,4,3
491,56,360,556.74915,25.36666667,0,44.48333333,1,1,1860,2,4,GT-I9300,4.1.2(I9300XXELL4),16,1,27,5,2,4,5,4,5
589,71,360,792.83905,25.05,0,44.45,0,1,1862,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,20,5,4,4,2,4,3
250,22,360,578.3358,30.25,1,44.13333333,4,1,1864,2,1,HTC One X+,4.1.1(122573.16),16,0,26,5,3,5,5,5,5
149,9,360,399.5695,30.05,0,44.16666667,0,1,1865,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,4,4,4,4
1341,136,360,74.55306,8.466666667,0,21.81666667,0,1,1867,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,4,5,2,3,2
1290,134,360,302.5083,30.4,0,44.18333333,0,1,1868,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,4,5,4,4,4
315,31,240,70.61494,24.71666667,0,21.8,0,1,1870,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,4,5,4,5,4
663,83,240,115.27084,23.96666667,0,22.1,0,1,1870,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,30,5,4,5,4,4,4
126,7,360,409.43744,25.11666667,0,44.46666667,0,1,1877,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,5,5,5,5,5
579,70,360,574.3238,24.76666667,0,43.78333333,0,1,1877,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,18,5,5,3,3,3,3
1592,150,360,110.63847,12.05,0,22.06666667,0,2,1881,4,4,D5803,4.4.4(suv3Rw),19,1,55,5,4,4,2,4,2
607,73,360,661.66077,25.16666667,0,44.13333333,0,1,1884,2,2,HTC One X+,4.1.1(122573.16),16,1,18,5,3,2,3,3,3
1650,154,360,93.65086,11.93333333,0,21.83333333,0,1,1885,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,0,30,4,3,5,1,2,1
383,40,360,399.19598,29.93333333,0,43.65,0,2,1890,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,21,5,4,5,4,4,4
1543,145,240,115.36565,23.88333333,0,22.08333333,0,1,1890,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,25,4,5,2,4,4,4
156,10,360,196.24973,24.08333333,0,44.23333333,0,1,1893,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,0,25,5,4,4,5,4,4
1514,143,360,1916.9241,25.33333333,0,44.13333333,0,1,1895,5,4,HTC One_M8,5.0.1(457188.4),21,1,47,5,5,5,5,5,5
210,18,360,400.59335,30.11666667,1,44.3,0,1,1898,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,5,5,5,5,5
1546,146,360,735.9553,23.88333333,0,44.18333333,0,2,1898,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,49,5,4,5,4,4,5
184,14,360,299.54056,24.1,0,44.25,0,1,1903,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,4,4,4,4,4
1573,149,360,399.32764,30.03333333,0,44.21666667,0,1,1905,4,4,D5803,4.4.4(suv3Rw),19,1,33,5,3,5,5,4,4
1291,134,360,230.51723,25.15,1,22.65,0,1,1905,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,4,5,3,3,2
606,74,360,408.87302,25.31666667,0,44.46666667,0,2,1908,2,2,GT-I9195,4.4.2(I9195XXUCNK1),19,1,19,5,4,3,3,3,4
613,76,360,528.1081,24.78333333,0,43.8,0,1,1909,5,4,GT-I9300,4.1.2(I9300XXELL4),16,1,21,5,3,5,4,4,4
916,117,360,399.14636,30.06666667,0,44.23333333,0,1,1914,2,3,D5803,4.4.4(suv3Rw),19,0,29,5,4,5,4,4,4
1516,143,360,183.59686,24.9,0,21.81666667,0,1,1915,5,4,HTC One_M8,5.0.1(457188.4),21,1,47,5,5,5,4,4,4
1574,149,360,69.112274,9.933333333,0,21.83333333,0,2,1923,4,4,D5803,4.4.4(suv3Rw),19,1,33,4,3,5,3,4,3
283,27,360,412.29724,29.7,0,43.96666667,0,1,1923,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,5,5,1,4
301,30,360,674.5502,24.71666667,0,43.78333333,0,1,1923,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,4,5,4,5,4
1267,134,360,83.17416,12.08333333,0,21.8,0,1,1924,2,1,D5803,4.4.4(suv3Rw),19,1,26,5,4,5,2,4,2
448,50,360,441.80463,24.8,0,43.78333333,0,1,1924,5,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,3,5,3,4,3
828,103,360,551.68756,25.3,0,44.45,0,2,1926,4,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,19,5,4,4,4,4,4
533,64,360,814.03674,25.13333333,0,44.46666667,0,1,1927,5,1,D5803,4.4.4(suv3Rw),19,1,26,5,3,5,4,4,4
1509,142,360,182.50354,24.9,0,21.81666667,0,1,1927,5,4,D5803,4.4.4(suv3Rw),19,1,36,4,5,5,3,3,4
1429,138,360,223.63846,30.1,0,44.23333333,0,2,1928,5,4,GT-I9300,4.3(I9300XXUGNB5),18,1,26,5,5,5,4,4,4
800,101,360,383.15753,29.66666667,0,43.96666667,0,1,1929,4,3,GT-I9300,4.1.2(I9300XXELL4),16,0,32,5,3,4,4,3,3
863,110,360,2400.3186,25.2,0,44.1,0,1,1931,4,1,D5803,4.4.4(suv3Rw),19,1,20,2,3,3,2,3,2
1244,131,360,399.13794,30.03333333,0,44.18333333,0,1,1935,2,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,5,5,5
72,3,360,592.60547,25.35,0,44.46666667,0,2,1936,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,27,5,3,4,3,4,3
532,64,360,437.5075,25.18333333,0,44.46666667,0,1,1939,5,1,D5803,4.4.4(suv3Rw),19,1,26,5,2,4,4,3,4
193,16,360,664.8074,25.16666667,0,44.46666667,0,1,1940,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,4,2,3,2
1596,150,360,1817.1886,25.4,0,44.45,0,1,1942,5,4,D5803,4.4.4(suv3Rw),19,1,55,4,4,5,5,4,5
296,29,360,381.81744,29.91666667,0,43.96666667,0,1,1944,4,4,GT-I9300,4.3(I9506XXUBML5),18,1,25,5,5,5,4,4,4
898,117,360,486.0724,25.1,0,44.46666667,0,1,1946,4,3,D5803,4.4.4(suv3Rw),19,0,29,5,3,5,3,3,3
802,101,360,735.83044,23.88333333,0,44.18333333,0,1,1947,2,3,GT-I9300,4.1.2(I9300XXELL4),16,0,32,5,3,3,3,4,3
793,99,360,423.7579,30.26666667,1,45.36666667,0,2,1948,2,3,GT-I9300,4.1.2(I9300XXELL4),16,1,44,5,3,3,3,2,3
1149,128,360,728.969,24.73333333,0,43.78333333,0,1,1950,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,4,5,4,4
478,54,360,660.99457,25.35,2,44.46666667,4,1,1955,3,4,SM-G900F,4.4.2(G900FXXU1ANJ1),19,1,27,5,3,5,5,5,5
1494,142,360,2080.5918,25.36666667,0,44.13333333,0,2,1957,5,4,D5803,4.4.4(suv3Rw),19,1,36,5,4,5,4,4,4
485,55,360,383.23605,30.11666667,3,44.63333333,0,1,1958,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,44,5,2,5,5,5,5
605,73,360,515.52527,29.85,0,43.63333333,0,1,1960,2,4,GT-I9300,4.1.2(I9300XXELL4),16,1,18,5,3,5,4,3,4
776,96,360,658.6268,25.03333333,0,44.45,0,1,1960,2,3,HTC One X+,4.1.1(122573.16),16,1,23,5,2,2,4,3,3
178,12,360,395.4196,25.13333333,0,44.46666667,0,1,1960,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,5,5,5,5,5
285,27,360,660.27124,25.11666667,0,44.13333333,0,1,1961,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,27,5,2,5,5,4,2
740,89,360,300.27014,24.3,0,44.18333333,0,1,1962,3,4,HTC One X+,4.1.1(122573.16),16,0,23,5,4,5,5,5,5
300,30,360,735.05865,23.9,0,44.18333333,0,1,1962,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,3,5,4,4,4
822,103,360,550.5334,25.03333333,0,44.45,0,2,1964,4,3,D5803,4.4.4(suv3Rw),19,1,22,5,4,5,5,4,3
540,64,360,305.9511,29.7,2,43.96666667,0,1,1965,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,4,4
1540,145,360,1441.4021,30.11666667,0,44.28333333,0,1,1966,4,4,GT-I9300,5.1.1(456c49d1b2),22,1,25,4,4,5,4,4,4
299,30,360,477.83044,24.75,0,43.78333333,0,1,1967,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,3,5,4,4,4
1520,143,360,1381.5132,30.08333333,0,43.96666667,0,1,1970,5,4,HTC One_M8,5.0.1(457188.4),21,1,47,3,5,5,5,5,5
343,35,360,300.05185,30.28333333,0,44.18333333,0,1,1972,2,1,HTC One X+,4.1.1(122573.16),16,0,37,5,3,5,4,4,4
1222,131,360,409.52466,25.13333333,0,44.46666667,0,1,1972,5,1,D5803,4.4.4(suv3Rw),19,1,27,5,4,4,5,4,4
1366,138,360,74.4912,8.35,0,21.81666667,0,1,1973,4,4,Nexus 4,5.0.1(1602158),22,1,26,5,3,5,4,4,4
163,10,360,197.39124,24.26666667,1,44.11666667,4,1,1976,2,1,HTC One X+,4.1.1(122573.16),16,0,25,5,2,5,4,4,3
752,92,360,187.56004,30.11666667,0,44.25,0,1,1979,5,1,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,4,5,5,5,5
785,97,360,736.9572,24.66666667,0,43.8,0,1,1980,4,3,HTC One X+,4.1.1(122573.16),16,1,19,5,4,4,4,3,4
